
num_trips,average_duration,start_station_id,start_station_name,start_dockcount,end_station_id,end_station_name,end_dockcount,subscribers,customers
562,701.8185053380787,73,Grant Avenue at Columbus Avenue,19,49,Spear at Folsom,19,539,23
561,630.9839572192512,68,Yerba Buena Center of the Arts (3rd @ Howard),19,45,Commercial at Montgomery,15,534,27
560,562.9821428571427,65,Townsend at 7th,15,57,5th at Howard,15,504,56
558,2138.4480286738335,46,Washington at Kearny,15,60,Embarcadero at Sansome,15,214,344
558,439.5627240143369,55,Temporary Transbay Terminal (Howard at Beale),23,62,2nd at Folsom,19,538,20
557,1345.7522441651702,76,Market at 4th,19,75,Mechanics Plaza (Market at Battery),19,448,109
556,936.3776978417264,51,Embarcadero at Folsom,19,50,Harry Bridges Plaza (Ferry Building),23,449,107
555,817.6846846846845,39,Powell Street BART,19,56,Beale at Market,19,481,74
554,828.3610108303252,61,2nd at Townsend,27,82,Broadway St at Battery St,15,473,81
554,449.04693140794234,64,2nd at South Park,15,49,Spear at Folsom,19,529,25
554,745.6696750902531,75,Mechanics Plaza (Market at Battery),19,72,Civic Center BART (7th at Market),23,489,65
553,1035.4954792043407,51,Embarcadero at Folsom,19,65,Townsend at 7th,15,503,50
552,7418.737318840578,34,Palo Alto Caltrain Station,23,34,Palo Alto Caltrain Station,23,94,458
551,556.5771324863879,39,Powell Street BART,19,57,5th at Howard,15,485,66
549,693.6885245901638,62,2nd at Folsom,19,76,Market at 4th,19,495,54
548,838.6368613138691,67,Market at 10th,27,55,Temporary Transbay Terminal (Howard at Beale),23,529,19
548,1451.494525547445,76,Market at 4th,19,73,Grant Avenue at Columbus Avenue,19,361,187
547,8598.14990859233,72,Civic Center BART (7th at Market),23,72,Civic Center BART (7th at Market),23,164,383
544,541.8547794117643,39,Powell Street BART,19,62,2nd at Folsom,19,499,45
544,620.7775735294114,71,Powell at Post (Union Square),19,42,Davis at Jackson,15,510,34
543,485.7532228360954,42,Davis at Jackson,15,49,Spear at Folsom,19,524,19
540,778.7629629629627,39,Powell Street BART,19,46,Washington at Kearny,15,469,71
540,404.41296296296287,49,Spear at Folsom,19,64,2nd at South Park,15,505,35
540,1085.4907407407409,56,Beale at Market,19,39,Powell Street BART,19,449,91
539,324.0204081632649,55,Temporary Transbay Terminal (Howard at Beale),23,74,Steuart at Market,23,524,15
538,987.6226765799254,48,Embarcadero at Vallejo,15,69,San Francisco Caltrain 2 (330 Townsend),23,485,53
536,597.6660447761204,51,Embarcadero at Folsom,19,77,Market at Sansome,27,500,36
535,856.6186915887848,68,Yerba Buena Center of the Arts (3rd @ Howard),19,74,Steuart at Market,23,374,161
534,1167.2509363295887,50,Harry Bridges Plaza (Ferry Building),23,47,Post at Kearny,19,436,98
532,544.1390977443615,56,Beale at Market,19,42,Davis at Jackson,15,521,11
531,447.5461393596988,64,2nd at South Park,15,68,Yerba Buena Center of the Arts (3rd @ Howard),19,468,63
531,5097.9114877589445,77,Market at Sansome,27,77,Market at Sansome,27,223,308
530,819.1999999999997,16,SJSU - San Salvador at 9th,15,2,San Jose Diridon Caltrain Station,27,486,44
530,493.0245283018869,57,5th at Howard,15,72,Civic Center BART (7th at Market),23,483,47
529,815.5614366729687,75,Mechanics Plaza (Market at Battery),19,61,2nd at Townsend,27,475,54
529,1084.0623818525514,3,San Jose Civic Center,15,2,San Jose Diridon Caltrain Station,27,417,112
528,519.5643939393941,64,2nd at South Park,15,61,2nd at Townsend,27,482,46
527,843.6660341555979,2,San Jose Diridon Caltrain Station,27,16,SJSU - San Salvador at 9th,15,470,57
526,599.5760456273771,62,2nd at Folsom,19,41,Clay at Battery,15,499,27
526,3411.1311787072223,69,San Francisco Caltrain 2 (330 Townsend),23,69,San Francisco Caltrain 2 (330 Townsend),23,374,152
526,631.9638783269961,76,Market at 4th,19,49,Spear at Folsom,19,467,59
525,557.622857142858,77,Market at Sansome,27,57,5th at Howard,15,485,40
524,395.3187022900764,49,Spear at Folsom,19,75,Mechanics Plaza (Market at Battery),19,484,40
523,1117.1567877629057,65,Townsend at 7th,15,59,Golden Gate at Polk,23,487,36
521,598.6583493282151,75,Mechanics Plaza (Market at Battery),19,42,Davis at Jackson,15,506,15
519,518.1445086705204,57,5th at Howard,15,63,Howard at 2nd,19,484,35
519,1874.9922928709063,60,Embarcadero at Sansome,15,72,Civic Center BART (7th at Market),23,336,183
519,1195.9980732177273,70,San Francisco Caltrain (Townsend at 4th),19,71,Powell at Post (Union Square),19,399,120
516,825.5426356589139,67,Market at 10th,27,64,2nd at South Park,15,477,39
514,5816.122568093387,41,Clay at Battery,15,41,Clay at Battery,15,155,359
513,1242.5224171539976,58,San Francisco City Hall,19,39,Powell Street BART,19,369,144
511,330.2583170254399,10,San Jose City Hall,15,8,San Salvador at 1st,15,496,15
511,853.1996086105679,60,Embarcadero at Sansome,15,45,Commercial at Montgomery,15,347,164
510,601.7372549019611,71,Powell at Post (Union Square),19,64,2nd at South Park,15,434,76
510,2096.0117647058814,64,2nd at South Park,15,64,2nd at South Park,15,387,123
510,1227.711764705881,73,Grant Avenue at Columbus Avenue,19,69,San Francisco Caltrain 2 (330 Townsend),23,467,43
509,9183.703339882115,3,San Jose Civic Center,15,3,San Jose Civic Center,15,26,483
508,393.0413385826774,54,Embarcadero at Bryant,15,49,Spear at Folsom,19,483,25
507,638.1025641025641,71,Powell at Post (Union Square),19,56,Beale at Market,19,447,60
506,858.7193675889332,66,South Van Ness at Market,19,56,Beale at Market,19,458,48
506,833.4584980237148,56,Beale at Market,19,50,Harry Bridges Plaza (Ferry Building),23,383,123
506,1575.956521739131,76,Market at 4th,19,42,Davis at Jackson,15,462,44
504,996.9563492063493,34,Palo Alto Caltrain Station,23,38,Park at Olive,15,449,55
504,5962.083333333338,66,South Van Ness at Market,19,66,South Van Ness at Market,19,185,319
503,1329.55467196819,71,Powell at Post (Union Square),19,73,Grant Avenue at Columbus Avenue,19,281,222
502,487.26693227091624,75,Mechanics Plaza (Market at Battery),19,74,Steuart at Market,23,434,68
499,486.08617234468977,51,Embarcadero at Folsom,19,64,2nd at South Park,15,449,50
498,918.0200803212855,41,Clay at Battery,15,50,Harry Bridges Plaza (Ferry Building),23,332,166
496,961.9737903225803,60,Embarcadero at Sansome,15,82,Broadway St at Battery St,15,346,150
490,1243.648979591837,60,Embarcadero at Sansome,15,46,Washington at Kearny,15,177,313
489,686.8895705521472,64,2nd at South Park,15,57,5th at Howard,15,436,53
488,644.0204918032784,50,Harry Bridges Plaza (Ferry Building),23,49,Spear at Folsom,19,426,62
488,1089.1004098360665,71,Powell at Post (Union Square),19,75,Mechanics Plaza (Market at Battery),19,419,69
487,752.4702258726893,65,Townsend at 7th,15,68,Yerba Buena Center of the Arts (3rd @ Howard),19,423,64
487,2004.9117043121157,82,Broadway St at Battery St,15,60,Embarcadero at Sansome,15,283,204
487,1467.3367556468165,39,Powell Street BART,19,59,Golden Gate at Polk,23,338,149
486,542.8312757201645,77,Market at Sansome,27,63,Howard at 2nd,19,457,29
486,2057.7798353909448,60,Embarcadero at Sansome,15,66,South Van Ness at Market,19,350,136
485,478.1195876288658,68,Yerba Buena Center of the Arts (3rd @ Howard),19,64,2nd at South Park,15,397,88
485,1525.917525773197,66,South Van Ness at Market,19,60,Embarcadero at Sansome,15,408,77
484,443.72933884297504,72,Civic Center BART (7th at Market),23,57,5th at Howard,15,425,59
484,517.1487603305795,74,Steuart at Market,23,42,Davis at Jackson,15,439,45
484,465.5475206611572,54,Embarcadero at Bryant,15,56,Beale at Market,19,446,38
484,645.3698347107434,47,Post at Kearny,19,74,Steuart at Market,23,390,94
484,3376.5640495867788,51,Embarcadero at Folsom,19,51,Embarcadero at Folsom,19,223,261
482,418.68879668049806,62,2nd at Folsom,19,63,Howard at 2nd,19,466,16
479,723.8810020876832,58,San Francisco City Hall,19,70,San Francisco Caltrain (Townsend at 4th),19,455,24
479,491.55949895615873,59,Golden Gate at Polk,23,67,Market at 10th,27,431,48
478,505.9769874476988,77,Market at Sansome,27,56,Beale at Market,19,439,39
477,529.4444444444445,45,Commercial at Montgomery,15,49,Spear at Folsom,19,465,12
476,734.510504201681,59,Golden Gate at Polk,23,68,Yerba Buena Center of the Arts (3rd @ Howard),19,441,35
473,518.6828752642705,77,Market at Sansome,27,49,Spear at Folsom,19,443,30
472,909.813559322034,67,Market at 10th,27,71,Powell at Post (Union Square),19,348,124
472,809.760593220339,59,Golden Gate at Polk,23,39,Powell Street BART,19,363,109
471,6883.197452229299,57,5th at Howard,15,57,5th at Howard,15,155,316
471,1139.5732484076445,56,Beale at Market,19,73,Grant Avenue at Columbus Avenue,19,409,62
471,831.4309978768574,65,Townsend at 7th,15,51,Embarcadero at Folsom,19,436,35
469,2085.695095948828,57,5th at Howard,15,60,Embarcadero at Sansome,15,240,229
468,778.5299145299144,64,2nd at South Park,15,39,Powell Street BART,19,394,74
468,849.08547008547,65,Townsend at 7th,15,54,Embarcadero at Bryant,15,415,53
465,1019.4817204301077,56,Beale at Market,19,67,Market at 10th,27,420,45
465,729.7892473118277,69,San Francisco Caltrain 2 (330 Townsend),23,46,Washington at Kearny,15,454,11
465,1222.6688172043018,50,Harry Bridges Plaza (Ferry Building),23,42,Davis at Jackson,15,390,75
465,2037.701075268816,60,Embarcadero at Sansome,15,59,Golden Gate at Polk,23,388,77
463,471.77105831533504,62,2nd at Folsom,19,57,5th at Howard,15,416,47
462,666.8939393939397,42,Davis at Jackson,15,76,Market at 4th,19,422,40
460,852.8804347826083,66,South Van Ness at Market,19,75,Mechanics Plaza (Market at Battery),19,436,24
454,670.9317180616742,49,Spear at Folsom,19,68,Yerba Buena Center of the Arts (3rd @ Howard),19,401,53
454,720.9361233480179,48,Embarcadero at Vallejo,15,64,2nd at South Park,15,414,40
454,738.6255506607931,69,San Francisco Caltrain 2 (330 Townsend),23,54,Embarcadero at Bryant,15,393,61
452,732.5309734513276,68,Yerba Buena Center of the Arts (3rd @ Howard),19,77,Market at Sansome,27,407,45
450,1142.2688888888895,60,Embarcadero at Sansome,15,63,Howard at 2nd,19,263,187
449,293.57906458797333,8,San Salvador at 1st,15,11,MLK Library,19,436,13
449,1285.7371937639205,72,Civic Center BART (7th at Market),23,59,Golden Gate at Polk,23,401,48
448,773.4732142857146,82,Broadway St at Battery St,15,50,Harry Bridges Plaza (Ferry Building),23,364,84
448,591.8660714285718,41,Clay at Battery,15,76,Market at 4th,19,353,95
448,2154.1294642857138,33,Rengstorff Avenue / California Street,15,28,Mountain View Caltrain Station,23,385,63
447,623.4049217002232,76,Market at 4th,19,63,Howard at 2nd,19,412,35
447,827.5928411633112,47,Post at Kearny,19,67,Market at 10th,27,393,54
447,391.5950782997762,54,Embarcadero at Bryant,15,55,Temporary Transbay Terminal (Howard at Beale),23,432,15
446,4909.145739910322,68,Yerba Buena Center of the Arts (3rd @ Howard),19,68,Yerba Buena Center of the Arts (3rd @ Howard),19,97,349
446,945.3991031390125,50,Harry Bridges Plaza (Ferry Building),23,82,Broadway St at Battery St,15,343,103
445,678.1505617977523,82,Broadway St at Battery St,15,54,Embarcadero at Bryant,15,402,43
443,1067.966139954854,58,San Francisco City Hall,19,76,Market at 4th,19,306,137
443,554.627539503386,75,Mechanics Plaza (Market at Battery),19,82,Broadway St at Battery St,15,428,15
440,686.5022727272731,39,Powell Street BART,19,55,Temporary Transbay Terminal (Howard at Beale),23,422,18
440,1571.8704545454539,71,Powell at Post (Union Square),19,39,Powell Street BART,19,304,136
439,655.9840546697038,55,Temporary Transbay Terminal (Howard at Beale),23,56,Beale at Market,19,418,21
438,496.0068493150686,62,2nd at Folsom,19,74,Steuart at Market,23,403,35
437,1282.5011441647598,59,Golden Gate at Polk,23,74,Steuart at Market,23,371,66
436,644.5206422018354,76,Market at 4th,19,62,2nd at Folsom,19,366,70
436,4114.568807339447,75,Mechanics Plaza (Market at Battery),19,75,Mechanics Plaza (Market at Battery),19,193,243
434,1000.2511520737324,76,Market at 4th,19,54,Embarcadero at Bryant,15,365,69
433,1242.653579676674,74,Steuart at Market,23,73,Grant Avenue at Columbus Avenue,19,288,145
433,672.0046189376441,68,Yerba Buena Center of the Arts (3rd @ Howard),19,61,2nd at Townsend,27,329,104
430,480.5186046511628,77,Market at Sansome,27,41,Clay at Battery,15,391,39
430,799.241860465116,67,Market at 10th,27,62,2nd at Folsom,19,394,36
430,587.7023255813955,49,Spear at Folsom,19,42,Davis at Jackson,15,409,21
429,578.1282051282053,49,Spear at Folsom,19,57,5th at Howard,15,390,39
428,742.0443925233654,76,Market at 4th,19,45,Commercial at Montgomery,15,377,51
428,874.5677570093466,47,Post at Kearny,19,65,Townsend at 7th,15,414,14
426,471.9436619718309,49,Spear at Folsom,19,63,Howard at 2nd,19,392,34
426,1067.7605633802823,45,Commercial at Montgomery,15,60,Embarcadero at Sansome,15,270,156
423,425.2836879432621,45,Commercial at Montgomery,15,56,Beale at Market,19,405,18
423,978.7210401891256,74,Steuart at Market,23,39,Powell Street BART,19,286,137
423,759.7825059101656,74,Steuart at Market,23,57,5th at Howard,15,347,76
420,875.1285714285716,70,San Francisco Caltrain (Townsend at 4th),19,46,Washington at Kearny,15,389,31
420,2290.32857142857,39,Powell Street BART,19,76,Market at 4th,19,283,137
420,572.0238095238097,62,2nd at Folsom,19,45,Commercial at Montgomery,15,395,25
419,586.8019093078759,59,Golden Gate at Polk,23,72,Civic Center BART (7th at Market),23,386,33
416,503.0769230769231,55,Temporary Transbay Terminal (Howard at Beale),23,42,Davis at Jackson,15,399,17
415,2424.2674698795167,47,Post at Kearny,19,60,Embarcadero at Sansome,15,187,228
414,1499.533816425121,73,Grant Avenue at Columbus Avenue,19,67,Market at 10th,27,327,87
412,1456.9538834951456,39,Powell Street BART,19,75,Mechanics Plaza (Market at Battery),19,340,72
411,404.4890510948906,41,Clay at Battery,15,77,Market at Sansome,27,381,30
411,1120.4817518248176,68,Yerba Buena Center of the Arts (3rd @ Howard),19,39,Powell Street BART,19,313,98
410,425.1317073170732,75,Mechanics Plaza (Market at Battery),19,49,Spear at Folsom,19,383,27
410,1280.8878048780475,28,Mountain View Caltrain Station,23,33,Rengstorff Avenue / California Street,15,343,67
406,849.3916256157638,67,Market at 10th,27,63,Howard at 2nd,19,368,38
406,679.9433497536944,59,Golden Gate at Polk,23,76,Market at 4th,19,323,83
404,1396.7772277227737,45,Commercial at Montgomery,15,71,Powell at Post (Union Square),19,289,115
403,900.406947890819,71,Powell at Post (Union Square),19,46,Washington at Kearny,15,318,85
403,633.9875930521091,49,Spear at Folsom,19,54,Embarcadero at Bryant,15,371,32
403,870.2803970223317,64,2nd at South Park,15,71,Powell at Post (Union Square),19,300,103
403,425.07940446650116,41,Clay at Battery,15,82,Broadway St at Battery St,15,381,22
400,1041.3799999999992,51,Embarcadero at Folsom,19,48,Embarcadero at Vallejo,15,309,91
400,597.8025,65,Townsend at 7th,15,64,2nd at South Park,15,358,42
400,920.8824999999998,61,2nd at Townsend,27,45,Commercial at Montgomery,15,344,56
399,4699.521303258146,58,San Francisco City Hall,19,58,San Francisco City Hall,19,125,274
399,409.609022556391,51,Embarcadero at Folsom,19,63,Howard at 2nd,19,365,34
399,880.9097744360898,47,Post at Kearny,19,73,Grant Avenue at Columbus Avenue,19,309,90
397,1786.0277078085635,6,San Pedro Square,15,9,Japantown,15,296,101
397,701.9471032745588,9,Japantown,15,6,San Pedro Square,15,302,95
397,752.7758186397991,51,Embarcadero at Folsom,19,68,Yerba Buena Center of the Arts (3rd @ Howard),19,342,55
396,561.2247474747471,64,2nd at South Park,15,75,Mechanics Plaza (Market at Battery),19,374,22
396,1407.5883838383852,61,2nd at Townsend,27,71,Powell at Post (Union Square),19,282,114
396,617.0505050505049,71,Powell at Post (Union Square),19,82,Broadway St at Battery St,15,369,27
396,1242.5227272727273,66,South Van Ness at Market,19,74,Steuart at Market,23,283,113
396,571.063131313131,63,Howard at 2nd,19,51,Embarcadero at Folsom,19,357,39
395,686.6810126582275,61,2nd at Townsend,27,47,Post at Kearny,19,331,64
394,1041.0634517766498,62,2nd at Folsom,19,67,Market at 10th,27,366,28
393,817.12213740458,71,Powell at Post (Union Square),19,61,2nd at Townsend,27,311,82
393,546.7684478371509,51,Embarcadero at Folsom,19,46,Washington at Kearny,15,384,9
393,1464.007633587786,50,Harry Bridges Plaza (Ferry Building),23,41,Clay at Battery,15,270,123
393,722.7302798982187,72,Civic Center BART (7th at Market),23,56,Beale at Market,19,346,47
392,3443.1632653061224,49,Spear at Folsom,19,49,Spear at Folsom,19,219,173
391,467.61381074168816,51,Embarcadero at Folsom,19,75,Mechanics Plaza (Market at Battery),19,367,24
390,589.8153846153843,64,2nd at South Park,15,51,Embarcadero at Folsom,19,363,27
389,968.8277634961441,77,Market at Sansome,27,54,Embarcadero at Bryant,15,342,47
389,1105.0771208226229,63,Howard at 2nd,19,66,South Van Ness at Market,19,351,38
388,413.88144329896903,57,5th at Howard,15,62,2nd at Folsom,19,356,32
387,703.519379844961,71,Powell at Post (Union Square),19,68,Yerba Buena Center of the Arts (3rd @ Howard),19,237,150
387,1757.276485788114,63,Howard at 2nd,19,67,Market at 10th,27,336,51
387,2253.3591731266147,38,Park at Olive,15,34,Palo Alto Caltrain Station,23,321,66
386,475.282383419689,61,2nd at Townsend,27,64,2nd at South Park,15,352,34
386,920.8652849740939,71,Powell at Post (Union Square),19,72,Civic Center BART (7th at Market),23,252,134
385,1585.0285714285696,63,Howard at 2nd,19,60,Embarcadero at Sansome,15,211,174
385,751.9142857142856,48,Embarcadero at Vallejo,15,51,Embarcadero at Folsom,19,297,88
384,536.5598958333334,57,5th at Howard,15,64,2nd at South Park,15,337,47
384,1054.726562499999,73,Grant Avenue at Columbus Avenue,19,47,Post at Kearny,19,300,84
384,1870.5156250000002,67,Market at 10th,27,61,2nd at Townsend,27,342,42
383,598.1122715404704,22,Redwood City Caltrain Station,25,26,Redwood City Medical Center,15,362,21
383,759.1827676240206,65,Townsend at 7th,15,47,Post at Kearny,19,376,7
381,862.0078740157483,71,Powell at Post (Union Square),19,57,5th at Howard,15,313,68
380,873.1842105263157,59,Golden Gate at Polk,23,57,5th at Howard,15,331,49
379,804.1108179419526,42,Davis at Jackson,15,50,Harry Bridges Plaza (Ferry Building),23,323,56
379,503.58575197889206,4,Santa Clara at Almaden,11,12,SJSU 4th at San Carlos,19,362,17
379,653.6068601583115,57,5th at Howard,15,49,Spear at Folsom,19,353,26
377,1552.0132625994702,60,Embarcadero at Sansome,15,68,Yerba Buena Center of the Arts (3rd @ Howard),19,171,206
377,849.5968169761276,45,Commercial at Montgomery,15,61,2nd at Townsend,27,296,81
376,629.859042553192,73,Grant Avenue at Columbus Avenue,19,42,Davis at Jackson,15,345,31
376,683.0186170212763,54,Embarcadero at Bryant,15,82,Broadway St at Battery St,15,338,38
375,557.8720000000003,71,Powell at Post (Union Square),19,47,Post at Kearny,19,307,68
375,709.0533333333336,59,Golden Gate at Polk,23,66,South Van Ness at Market,19,312,63
374,964.7032085561486,49,Spear at Folsom,19,76,Market at 4th,19,327,47
374,1430.1925133689845,73,Grant Avenue at Columbus Avenue,19,65,Townsend at 7th,15,338,36
372,556.5268817204305,74,Steuart at Market,23,41,Clay at Battery,15,342,30
371,1110.7008086253372,61,2nd at Townsend,27,57,5th at Howard,15,319,52
371,553.7762803234502,57,5th at Howard,15,45,Commercial at Montgomery,15,356,15
370,905.7783783783783,69,San Francisco Caltrain 2 (330 Townsend),23,58,San Francisco City Hall,19,344,26
369,222.8807588075881,82,Broadway St at Battery St,15,42,Davis at Jackson,15,355,14
367,486.858310626703,57,5th at Howard,15,47,Post at Kearny,19,343,24
366,1492.6612021857925,57,5th at Howard,15,66,South Van Ness at Market,19,276,90
365,968.7506849315068,64,2nd at South Park,15,67,Market at 10th,27,315,50
364,4009.434065934068,55,Temporary Transbay Terminal (Howard at Beale),23,55,Temporary Transbay Terminal (Howard at Beale),23,232,132
363,676.6666666666665,8,San Salvador at 1st,15,2,San Jose Diridon Caltrain Station,27,329,34
363,653.9531680440774,58,San Francisco City Hall,19,65,Townsend at 7th,15,329,34
363,987.5261707988975,73,Grant Avenue at Columbus Avenue,19,64,2nd at South Park,15,319,44
362,590.4972375690609,76,Market at 4th,19,41,Clay at Battery,15,286,76
362,3563.356353591162,76,Market at 4th,19,39,Powell Street BART,19,214,148
362,1451.160220994476,67,Market at 10th,27,59,Golden Gate at Polk,23,308,54
362,390.21823204419917,49,Spear at Folsom,19,56,Beale at Market,19,333,29
361,827.6177285318555,46,Washington at Kearny,15,77,Market at Sansome,27,301,60
361,1530.9418282548484,66,South Van Ness at Market,19,67,Market at 10th,27,301,60
360,1493.4888888888893,64,2nd at South Park,15,60,Embarcadero at Sansome,15,222,138
360,801.7777777777777,82,Broadway St at Battery St,15,76,Market at 4th,19,314,46
358,1123.6871508379877,68,Yerba Buena Center of the Arts (3rd @ Howard),19,66,South Van Ness at Market,19,263,95
358,1250.6061452513961,39,Powell Street BART,19,61,2nd at Townsend,27,260,98
357,1316.9019607843125,63,Howard at 2nd,19,39,Powell Street BART,19,301,56
357,1696.6302521008392,37,Cowper at University,11,35,University and Emerson,11,259,98
357,1120.6862745098038,74,Steuart at Market,23,77,Market at Sansome,27,296,61
355,696.433802816901,66,South Van Ness at Market,19,57,5th at Howard,15,296,59
354,1291.833333333333,58,San Francisco City Hall,19,77,Market at Sansome,27,296,58
354,894.5819209039548,16,SJSU - San Salvador at 9th,15,7,Paseo de San Antonio,15,318,36
353,1055.0849858356953,69,San Francisco Caltrain 2 (330 Townsend),23,71,Powell at Post (Union Square),19,305,48
352,492.48295454545445,62,2nd at Folsom,19,68,Yerba Buena Center of the Arts (3rd @ Howard),19,309,43
352,1498.4488636363633,72,Civic Center BART (7th at Market),23,50,Harry Bridges Plaza (Ferry Building),23,173,179
351,530.5726495726499,55,Temporary Transbay Terminal (Howard at Beale),23,49,Spear at Folsom,19,341,10
350,1431.9771428571432,60,Embarcadero at Sansome,15,57,5th at Howard,15,180,170
350,560.5457142857144,62,2nd at Folsom,19,51,Embarcadero at Folsom,19,329,21
350,747.1314285714292,45,Commercial at Montgomery,15,57,5th at Howard,15,323,27
349,643.4899713467051,76,Market at 4th,19,46,Washington at Kearny,15,276,73
348,3288.7126436781596,67,Market at 10th,27,60,Embarcadero at Sansome,15,182,166
348,733.6005747126443,67,Market at 10th,27,46,Washington at Kearny,15,319,29
347,859.8674351585017,42,Davis at Jackson,15,71,Powell at Post (Union Square),19,291,56
346,751.7745664739884,72,Civic Center BART (7th at Market),23,75,Mechanics Plaza (Market at Battery),19,306,40
346,718.7774566473981,2,San Jose Diridon Caltrain Station,27,8,San Salvador at 1st,15,309,37
346,1440.5751445086705,66,South Van Ness at Market,19,50,Harry Bridges Plaza (Ferry Building),23,206,140
346,3632.421965317918,68,Yerba Buena Center of the Arts (3rd @ Howard),19,60,Embarcadero at Sansome,15,102,244
346,830.2687861271676,45,Commercial at Montgomery,15,64,2nd at South Park,15,306,40
345,3332.034782608696,36,California Ave Caltrain Station,15,34,Palo Alto Caltrain Station,23,238,107
344,934.6337209302327,82,Broadway St at Battery St,15,71,Powell at Post (Union Square),19,294,50
344,1022.3139534883716,64,2nd at South Park,15,46,Washington at Kearny,15,321,23
343,925.8717201166181,51,Embarcadero at Folsom,19,73,Grant Avenue at Columbus Avenue,19,294,49
343,1076.195335276969,66,South Van Ness at Market,19,64,2nd at South Park,15,321,22
342,336.3888888888888,42,Davis at Jackson,15,82,Broadway St at Battery St,15,333,9
341,6059.457478005865,56,Beale at Market,19,56,Beale at Market,19,118,223
341,1177.7683284457478,46,Washington at Kearny,15,50,Harry Bridges Plaza (Ferry Building),23,202,139
340,347.7735294117645,47,Post at Kearny,19,63,Howard at 2nd,19,324,16
339,574.250737463127,71,Powell at Post (Union Square),19,45,Commercial at Montgomery,15,291,48
339,1287.5811209439535,74,Steuart at Market,23,71,Powell at Post (Union Square),19,178,161
338,342.0976331360947,41,Clay at Battery,15,75,Mechanics Plaza (Market at Battery),19,310,28
337,1551.3709198813046,77,Market at Sansome,27,48,Embarcadero at Vallejo,15,187,150
335,623.2985074626864,42,Davis at Jackson,15,75,Mechanics Plaza (Market at Battery),19,314,21
334,908.4461077844313,63,Howard at 2nd,19,71,Powell at Post (Union Square),19,279,55
333,2021.4444444444464,36,California Ave Caltrain Station,15,35,University and Emerson,11,169,164
330,566.3242424242421,45,Commercial at Montgomery,15,82,Broadway St at Battery St,15,318,12
329,4114.729483282675,63,Howard at 2nd,19,63,Howard at 2nd,19,191,138
328,720.2713414634145,59,Golden Gate at Polk,23,56,Beale at Market,19,312,16
325,678.1907692307689,71,Powell at Post (Union Square),19,62,2nd at Folsom,19,290,35
325,725.4799999999992,63,Howard at 2nd,19,68,Yerba Buena Center of the Arts (3rd @ Howard),19,269,56
325,2800.255384615385,67,Market at 10th,27,66,South Van Ness at Market,19,210,115
325,2074.9538461538473,59,Golden Gate at Polk,23,60,Embarcadero at Sansome,15,251,74
324,420.1697530864194,47,Post at Kearny,19,45,Commercial at Montgomery,15,304,20
324,1418.262345679013,61,2nd at Townsend,27,73,Grant Avenue at Columbus Avenue,19,209,115
323,2543.712074303406,76,Market at 4th,19,48,Embarcadero at Vallejo,15,98,225
323,2443.2136222910217,74,Steuart at Market,23,67,Market at 10th,27,227,96
323,422.8823529411766,42,Davis at Jackson,15,51,Embarcadero at Folsom,19,307,16
322,306.226708074534,74,Steuart at Market,23,55,Temporary Transbay Terminal (Howard at Beale),23,306,16
322,464.6304347826086,45,Commercial at Montgomery,15,63,Howard at 2nd,19,299,23
321,1222.0467289719627,68,Yerba Buena Center of the Arts (3rd @ Howard),19,73,Grant Avenue at Columbus Avenue,19,225,96
321,496.0872274143303,49,Spear at Folsom,19,62,2nd at Folsom,19,305,16
319,891.9498432601883,77,Market at Sansome,27,59,Golden Gate at Polk,23,281,38
318,1493.3836477987427,73,Grant Avenue at Columbus Avenue,19,72,Civic Center BART (7th at Market),23,248,70
318,1067.562893081761,66,South Van Ness at Market,19,49,Spear at Folsom,19,310,8
316,2717.702531645568,48,Embarcadero at Vallejo,15,76,Market at 4th,19,133,183
316,651.6360759493671,42,Davis at Jackson,15,54,Embarcadero at Bryant,15,286,30
315,2949.180952380953,60,Embarcadero at Sansome,15,67,Market at 10th,27,162,153
315,1121.9714285714294,50,Harry Bridges Plaza (Ferry Building),23,51,Embarcadero at Folsom,19,232,83
315,1607.7904761904767,60,Embarcadero at Sansome,15,47,Post at Kearny,19,157,158
315,1515.6793650793657,76,Market at 4th,19,58,San Francisco City Hall,19,217,98
314,906.2547770700639,46,Washington at Kearny,15,76,Market at 4th,19,206,108
314,5554.949044585988,46,Washington at Kearny,15,46,Washington at Kearny,15,40,274
314,4030.3184713375813,82,Broadway St at Battery St,15,82,Broadway St at Battery St,15,162,152
313,395.7156549520767,47,Post at Kearny,19,55,Temporary Transbay Terminal (Howard at Beale),23,304,9
313,479.65495207667726,55,Temporary Transbay Terminal (Howard at Beale),23,47,Post at Kearny,19,300,13
313,856.7220447284348,51,Embarcadero at Folsom,19,42,Davis at Jackson,15,282,31
312,10024.214743589737,36,California Ave Caltrain Station,15,36,California Ave Caltrain Station,15,61,251
312,695.0160256410253,64,2nd at South Park,15,41,Clay at Battery,15,288,24
309,1302.7831715210352,56,Beale at Market,19,77,Market at Sansome,27,269,40
307,780.6612377850169,66,South Van Ness at Market,19,59,Golden Gate at Polk,23,267,40
307,3027.547231270359,39,Powell Street BART,19,73,Grant Avenue at Columbus Avenue,19,192,115
306,545.813725490196,75,Mechanics Plaza (Market at Battery),19,64,2nd at South Park,15,280,26
305,729.2459016393441,68,Yerba Buena Center of the Arts (3rd @ Howard),19,55,Temporary Transbay Terminal (Howard at Beale),23,281,24
