
num_trips,average_duration,start_station_id,start_station_name,start_dockcount,end_station_id,end_station_name,end_dockcount,subscribers,customers
47,774.4255319148934,42,Davis at Jackson,15,68,Yerba Buena Center of the Arts (3rd @ Howard),19,40,7
47,1272.9361702127655,16,SJSU - San Salvador at 9th,15,5,Adobe on Almaden,19,41,6
47,2195.021276595746,58,San Francisco City Hall,19,42,Davis at Jackson,15,44,3
47,2135.63829787234,84,Ryland Park,15,11,MLK Library,19,28,19
46,1071.3478260869565,68,Yerba Buena Center of the Arts (3rd @ Howard),19,42,Davis at Jackson,15,39,7
46,865.4347826086956,4,Santa Clara at Almaden,11,5,Adobe on Almaden,19,36,10
46,2157.0869565217395,8,San Salvador at 1st,15,4,Santa Clara at Almaden,11,31,15
46,1133.6521739130437,46,Washington at Kearney,15,76,Market at 4th,19,23,23
46,1017.0869565217392,69,San Francisco Caltrain 2 (330 Townsend),23,46,Washington at Kearney,15,43,3
46,2019.6521739130437,5,Adobe on Almaden,19,14,Arena Green / SAP Center,19,21,25
46,943.3913043478262,5,Adobe on Almaden,19,4,Santa Clara at Almaden,11,32,14
46,1192.7173913043482,59,Golden Gate at Polk,23,54,Embarcadero at Bryant,15,38,8
45,775.7999999999998,13,St James Park,15,16,SJSU - San Salvador at 9th,15,33,12
45,2782.777777777778,47,Post at Kearney,19,76,Market at 4th,19,35,10
45,1153.0,9,Japantown,15,14,Arena Green / SAP Center,19,24,21
45,5191.200000000001,46,Washington at Kearney,15,73,Grant Avenue at Columbus Avenue,19,13,32
45,4324.866666666667,46,Washington at Kearny,15,45,Commercial at Montgomery,15,28,17
44,952.25,46,Washington at Kearney,15,54,Embarcadero at Bryant,15,28,16
44,964.0227272727275,59,Golden Gate at Polk,23,51,Embarcadero at Folsom,19,39,5
44,2872.7499999999986,13,St James Park,15,84,Ryland Park,15,35,9
44,967.7500000000002,11,MLK Library,19,84,Ryland Park,15,33,11
44,1681.0681818181824,10,San Jose City Hall,15,4,Santa Clara at Almaden,11,31,13
44,2343.7954545454545,11,MLK Library,19,5,Adobe on Almaden,19,30,14
43,963.0232558139536,73,Grant Avenue at Columbus Avenue,19,46,Washington at Kearney,15,28,15
43,1520.1627906976742,4,Santa Clara at Almaden,11,10,San Jose City Hall,15,24,19
43,959.2790697674419,42,Davis at Jackson,15,47,Post at Kearney,19,37,6
42,487.4285714285715,41,Clay at Battery,15,47,Post at Kearney,19,28,14
42,957.4761904761904,9,Japantown,15,5,Adobe on Almaden,19,30,12
42,4819.452380952382,46,Washington at Kearney,15,71,Powell at Post (Union Square),19,22,20
42,4166.809523809525,58,San Francisco City Hall,19,41,Clay at Battery,15,25,17
42,742.0714285714287,12,SJSU 4th at San Carlos,19,5,Adobe on Almaden,19,38,4
42,1245.7857142857142,2,San Jose Diridon Caltrain Station,27,80,Santa Clara County Civic Center,15,23,19
41,744.170731707317,4,Santa Clara at Almaden,11,16,SJSU - San Salvador at 9th,15,31,10
41,1533.5365853658534,47,Post at Kearney,19,42,Davis at Jackson,15,32,9
41,1182.3170731707314,49,Spear at Folsom,19,58,San Francisco City Hall,19,32,9
41,2051.0731707317077,29,San Antonio Caltrain Station,23,33,Charleston Park/ North Bayshore Area,15,15,26
41,3143.1463414634145,46,Washington at Kearney,15,70,San Francisco Caltrain (Townsend at 4th),19,32,9
41,1605.951219512195,9,Japantown,15,80,Santa Clara County Civic Center,15,24,17
40,548.2499999999999,75,Mechanics Plaza (Market at Battery),19,47,Post at Kearney,19,34,6
40,363.625,47,Post at Kearney,19,41,Clay at Battery,15,28,12
40,18873.499999999996,14,Arena Green / SAP Center,19,5,Adobe on Almaden,19,24,16
40,1174.7000000000003,46,Washington at Kearney,15,75,Mechanics Plaza (Market at Battery),19,27,13
40,1899.2000000000007,54,Embarcadero at Bryant,15,59,Golden Gate at Polk,23,28,12
40,1472.9499999999998,56,Beale at Market,19,47,Post at Kearney,19,27,13
39,9120.512820512822,22,Redwood City Caltrain Station,25,34,Palo Alto Caltrain Station,23,17,22
39,5476.769230769231,21,Franklin at Maple,15,21,Franklin at Maple,15,12,27
38,2006.9473684210525,5,Adobe on Almaden,19,13,St James Park,15,20,18
38,550.2368421052632,84,Ryland Park,15,13,St James Park,15,30,8
38,2739.2631578947367,14,Arena Green / SAP Center,19,10,San Jose City Hall,15,30,8
38,984.8421052631576,23,San Mateo County Center,15,26,Redwood City Medical Center,15,34,4
37,740.3783783783783,25,Stanford in Redwood City,15,23,San Mateo County Center,15,35,2
37,968.891891891892,66,South Van Ness at Market,19,46,Washington at Kearney,15,27,10
37,859.1891891891893,13,St James Park,15,3,San Jose Civic Center,15,11,26
37,651.027027027027,62,2nd at Folsom,19,46,Washington at Kearney,15,35,2
37,312.1351351351351,68,Yerba Buena Center of the Arts (3rd @ Howard),19,47,Post at Kearney,19,32,5
37,800.108108108108,46,Washington at Kearney,15,47,Post at Kearney,19,28,9
37,1447.4054054054054,51,Embarcadero at Folsom,19,59,Golden Gate at Polk,23,31,6
37,631.6486486486486,5,Adobe on Almaden,19,16,SJSU - San Salvador at 9th,15,28,9
37,652.3243243243244,76,Market at 4th,19,47,Post at Kearney,19,32,5
36,2463.4722222222217,48,Embarcadero at Vallejo,15,58,San Francisco City Hall,19,23,13
36,1104.8055555555559,4,Santa Clara at Almaden,11,9,Japantown,15,23,13
36,797.2777777777777,54,Embarcadero at Bryant,15,46,Washington at Kearney,15,30,6
36,1731.4722222222222,34,Palo Alto Caltrain Station,23,29,San Antonio Caltrain Station,23,30,6
36,1530.8333333333333,14,Arena Green / SAP Center,19,12,SJSU 4th at San Carlos,19,17,19
36,843.0,59,Golden Gate at Polk,23,62,2nd at Folsom,19,26,10
36,10838.722222222224,83,Mezes Park,15,83,Mezes Park,15,8,28
36,1542.25,31,San Antonio Shopping Center,15,36,California Ave Caltrain Station,15,31,5
35,295.91428571428577,47,Post at Kearney,19,56,Beale at Market,19,27,8
35,2056.2,56,Beale at Market,19,46,Washington at Kearney,15,26,9
34,13375.117647058823,29,San Antonio Caltrain Station,23,34,Palo Alto Caltrain Station,23,6,28
34,1333.6764705882351,16,SJSU - San Salvador at 9th,15,9,Japantown,15,17,17
34,1040.941176470588,59,Golden Gate at Polk,23,42,Davis at Jackson,15,29,5
33,416.4242424242426,47,Post at Kearney,19,68,Yerba Buena Center of the Arts (3rd @ Howard),19,28,5
33,2763.7272727272725,46,Washington at Kearney,15,63,Howard at 2nd,19,21,12
33,1054.7272727272725,74,Steuart at Market,23,46,Washington at Kearney,15,15,18
33,768.5151515151515,13,St James Park,15,80,Santa Clara County Civic Center,15,25,8
32,644.8125,47,Post at Kearney,19,51,Embarcadero at Folsom,19,23,9
32,860.0000000000001,5,Adobe on Almaden,19,9,Japantown,15,23,9
32,1236.8125000000002,42,Davis at Jackson,15,58,San Francisco City Hall,19,24,8
32,1153.0312500000002,82,Broadway St at Battery St,15,58,San Francisco City Hall,19,30,2
32,1542.6250000000002,30,Middlefield Light Rail Station,15,28,Mountain View Caltrain Station,23,19,13
31,910.2258064516129,45,Commercial at Montgomery,15,46,Washington at Kearney,15,29,2
31,1369.032258064516,14,Arena Green / SAP Center,19,11,MLK Library,19,15,16
30,1298.1333333333334,80,Santa Clara County Civic Center,15,2,San Jose Diridon Caltrain Station,27,22,8
30,610.0333333333335,68,Yerba Buena Center of the Arts (3rd @ Howard),19,46,Washington at Kearney,15,19,11
30,771.4666666666664,84,Ryland Park,15,10,San Jose City Hall,15,23,7
30,2463.566666666667,30,Evelyn Park and Ride,15,32,Castro Street and El Camino Real,11,21,9
30,677.4333333333334,57,5th at Howard,15,46,Washington at Kearney,15,25,5
30,1131.9333333333332,3,San Jose Civic Center,15,13,St James Park,15,12,18
30,1257.5,47,Post at Kearney,19,48,Embarcadero at Vallejo,15,12,18
29,787.1379310344827,54,Embarcadero at Bryant,15,47,Post at Kearney,19,26,3
29,1122.9655172413793,70,San Francisco Caltrain (Townsend at 4th),19,46,Washington at Kearney,15,24,5
29,2439.241379310345,58,San Francisco City Hall,19,48,Embarcadero at Vallejo,15,11,18
29,1675.9310344827582,46,Washington at Kearney,15,48,Embarcadero at Vallejo,15,10,19
29,768.2068965517241,16,SJSU - San Salvador at 9th,15,4,Santa Clara at Almaden,11,19,10
29,1230.4482758620688,45,Commercial at Montgomery,15,46,Washington at Kearny,15,14,15
28,1455.8214285714287,38,Park at Olive,15,31,San Antonio Shopping Center,15,12,16
28,907.392857142857,46,Washington at Kearney,15,68,Yerba Buena Center of the Arts (3rd @ Howard),19,16,12
28,1104.142857142857,12,SJSU 4th at San Carlos,19,14,Arena Green / SAP Center,19,16,12
28,3485.25,58,San Francisco City Hall,19,82,Broadway St at Battery St,15,20,8
27,1516.62962962963,11,MLK Library,19,14,Arena Green / SAP Center,19,12,15
27,660.7777777777777,84,Ryland Park,15,4,Santa Clara at Almaden,11,17,10
27,844.925925925926,47,Post at Kearney,19,75,Mechanics Plaza (Market at Battery),19,16,11
27,838.9259259259259,72,Civic Center BART (7th at Market),23,46,Washington at Kearney,15,17,10
27,2322.0,4,Santa Clara at Almaden,11,84,Ryland Park,15,20,7
27,1425.2962962962958,61,2nd at Townsend,27,46,Washington at Kearney,15,10,17
27,740.8888888888888,47,Post at Kearney,19,54,Embarcadero at Bryant,15,23,4
26,1124.4615384615386,13,St James Park,15,4,Santa Clara at Almaden,11,15,11
26,633.230769230769,51,Embarcadero at Folsom,19,47,Post at Kearney,19,20,6
25,1491.1999999999998,54,Embarcadero at Bryant,15,58,San Francisco City Hall,19,16,9
25,815.1999999999999,63,Howard at 2nd,19,46,Washington at Kearney,15,16,9
25,652.0000000000002,41,Clay at Battery,15,46,Washington at Kearney,15,16,9
25,12219.359999999999,47,Post at Kearney,19,77,Market at Sansome,27,16,9
24,2470.0416666666665,46,Washington at Kearney,15,42,Davis at Jackson,15,17,7
24,3385.958333333333,46,Washington at Kearney,15,64,2nd at South Park,15,19,5
24,907.8333333333335,12,SJSU 4th at San Carlos,19,84,Ryland Park,15,11,13
24,675.5416666666666,84,Ryland Park,15,8,San Salvador at 1st,15,22,2
24,7475.708333333333,32,Castro Street and El Camino Real,11,30,Evelyn Park and Ride,15,21,3
24,1702.1249999999998,27,Mountain View City Hall,15,33,Charleston Park/ North Bayshore Area,15,7,17
24,1383.125,4,Santa Clara at Almaden,11,13,St James Park,15,12,12
24,2790.541666666667,38,Park at Olive,15,33,Rengstorff Avenue / California Street,15,9,15
23,5380.782608695653,10,San Jose City Hall,15,84,Ryland Park,15,14,9
23,726.7391304347826,46,Washington at Kearney,15,49,Spear at Folsom,19,20,3
23,278.34782608695656,23,San Mateo County Center,15,25,Broadway at Main,15,21,2
23,2355.260869565217,21,Franklin at Maple,15,24,Redwood City Public Library,15,17,6
23,1935.0000000000002,28,Mountain View Caltrain Station,23,38,Park at Olive,15,6,17
23,1742.3913043478265,38,Park at Olive,15,28,Mountain View Caltrain Station,23,15,8
22,1503.0,58,San Francisco City Hall,19,54,Embarcadero at Bryant,15,19,3
22,4393.363636363637,51,Embarcadero at Folsom,19,58,San Francisco City Hall,19,17,5
22,1752.090909090909,25,Stanford in Redwood City,15,24,Redwood City Public Library,15,8,14
22,1338.6363636363637,80,Santa Clara County Civic Center,15,3,San Jose Civic Center,15,4,18
22,497.27272727272725,24,Redwood City Public Library,15,21,Franklin at Maple,15,18,4
22,9154.500000000002,34,Palo Alto Caltrain Station,23,28,Mountain View Caltrain Station,23,5,17
22,545.0000000000001,8,San Salvador at 1st,15,84,Ryland Park,15,22,0
21,232.80952380952385,39,Powell Street BART,19,90,5th St at Folsom St,31,19,2
21,12895.904761904761,26,Redwood City Medical Center,15,26,Redwood City Medical Center,15,14,7
21,2599.6190476190477,35,University and Emerson,11,29,San Antonio Caltrain Station,23,10,11
21,4855.571428571429,3,San Jose Civic Center,15,80,Santa Clara County Civic Center,15,1,20
21,1330.5714285714287,33,Charleston Park/ North Bayshore Area,15,29,San Antonio Caltrain Station,23,12,9
20,628.65,42,Davis at Jackson,15,46,Washington at Kearney,15,15,5
20,285.80000000000007,76,Market at 4th,19,90,5th St at Folsom St,31,20,0
20,8794.550000000001,29,San Antonio Caltrain Station,23,35,University and Emerson,11,6,14
20,5800.2,36,California Ave Caltrain Station,15,31,San Antonio Shopping Center,15,11,9
20,3183.9000000000005,33,Rengstorff Avenue / California Street,15,36,California Ave Caltrain Station,15,9,11
20,843.5,23,San Mateo County Center,15,25,Stanford in Redwood City,15,16,4
20,344.95000000000005,90,5th St at Folsom St,31,76,Market at 4th,19,20,0
20,1932.7000000000005,58,San Francisco City Hall,19,51,Embarcadero at Folsom,19,11,9
19,1549.2631578947369,31,San Antonio Shopping Center,15,38,Park at Olive,15,9,10
19,1999.6842105263158,32,Castro Street and El Camino Real,11,33,Charleston Park/ North Bayshore Area,15,3,16
19,313.3157894736842,25,Broadway at Main,15,23,San Mateo County Center,15,18,1
19,1018.4210526315788,14,Arena Green / SAP Center,19,16,SJSU - San Salvador at 9th,15,11,8
19,983.5789473684212,80,Santa Clara County Civic Center,15,13,St James Park,15,17,2
19,1035.3684210526314,46,Washington at Kearney,15,57,5th at Howard,15,10,9
18,705.0555555555557,89,S. Market St at Park Ave,19,2,San Jose Diridon Caltrain Station,27,10,8
18,1304.5555555555554,46,Washington at Kearney,15,65,Townsend at 7th,15,7,11
18,399.3333333333334,70,San Francisco Caltrain (Townsend at 4th),19,90,5th St at Folsom St,31,18,0
18,12950.333333333332,29,San Antonio Caltrain Station,23,32,Castro Street and El Camino Real,11,5,13
18,277.1111111111111,90,5th St at Folsom St,31,69,San Francisco Caltrain 2 (330 Townsend),23,18,0
18,883.4444444444445,46,Washington at Kearney,15,72,Civic Center BART (7th at Market),23,7,11
18,1199.0555555555557,10,San Jose City Hall,15,80,Santa Clara County Civic Center,15,12,6
18,675.3888888888889,89,S. Market St at Park Ave,19,6,San Pedro Square,15,11,7
17,2134.1176470588234,33,Charleston Park/ North Bayshore Area,15,27,Mountain View City Hall,15,5,12
17,954.0000000000001,16,SJSU - San Salvador at 9th,15,14,Arena Green / SAP Center,19,15,2
17,1074.1176470588236,80,Santa Clara County Civic Center,15,11,MLK Library,19,13,4
17,1253.235294117647,65,Townsend at 7th,15,46,Washington at Kearney,15,10,7
17,1966.0,46,Washington at Kearney,15,41,Clay at Battery,15,10,7
17,489.3529411764706,90,5th St at Folsom St,31,59,Golden Gate at Polk,23,16,1
17,2268.4705882352937,33,Rengstorff Avenue / California Street,15,32,Castro Street and El Camino Real,11,7,10
17,1562.764705882353,11,MLK Library,19,80,Santa Clara County Civic Center,15,7,10
17,2106.764705882353,30,Middlefield Light Rail Station,15,30,Middlefield Light Rail Station,15,1,16
17,520.1176470588236,6,San Pedro Square,15,89,S. Market St at Park Ave,19,10,7
16,1389.3125,32,Castro Street and El Camino Real,11,29,San Antonio Caltrain Station,23,8,8
16,448.81250000000006,48,Embarcadero at Vallejo,15,46,Washington at Kearney,15,11,5
16,2090.5,46,Washington at Kearney,15,61,2nd at Townsend,27,8,8
16,5337.062500000001,27,Mountain View City Hall,15,38,Park at Olive,15,3,13
16,783.5625,24,Redwood City Public Library,15,25,Stanford in Redwood City,15,6,10
16,272.125,69,San Francisco Caltrain 2 (330 Townsend),23,90,5th St at Folsom St,31,16,0
16,1001.1874999999999,31,San Antonio Shopping Center,15,33,Charleston Park/ North Bayshore Area,15,5,11
16,1404.125,32,Castro Street and El Camino Real,11,33,Rengstorff Avenue / California Street,15,5,11
16,1068.9375,46,Washington at Kearney,15,66,South Van Ness at Market,19,6,10
16,1038.8125,80,Santa Clara County Civic Center,15,10,San Jose City Hall,15,11,5
16,5463.062500000001,25,Broadway at Main,15,25,Broadway at Main,15,3,13
15,828.2,90,5th St at Folsom St,31,61,2nd at Townsend,27,11,4
15,3443.533333333333,46,Washington at Kearney,15,58,San Francisco City Hall,19,6,9
15,12383.4,33,Rengstorff Avenue / California Street,15,38,Park at Olive,15,3,12
15,1437.5999999999997,77,Market at Sansome,27,47,Post at Kearney,19,8,7
14,4132.142857142856,46,Washington at Kearney,15,59,Golden Gate at Polk,23,2,12
14,650.2857142857143,83,Mezes Park,15,24,Redwood City Public Library,15,7,7
14,492.21428571428567,75,Mechanics Plaza (Market at Battery),19,90,5th St at Folsom St,31,14,0
14,280.3571428571429,90,5th St at Folsom St,31,39,Powell Street BART,19,14,0
14,5952.285714285715,89,S. Market St at Park Ave,19,89,S. Market St at Park Ave,19,2,12
13,5066.307692307693,46,Washington at Kearney,15,45,Commercial at Montgomery,15,6,7
13,2466.6153846153843,34,Palo Alto Caltrain Station,23,31,San Antonio Shopping Center,15,5,8
13,1511.3846153846152,22,Redwood City Caltrain Station,25,25,Broadway at Main,15,9,4
13,1011.2307692307693,33,Charleston Park/ North Bayshore Area,15,31,San Antonio Shopping Center,15,6,7
13,385.8461538461539,59,Golden Gate at Polk,23,90,5th St at Folsom St,31,12,1
13,1328.3846153846157,4,Santa Clara at Almaden,11,80,Santa Clara County Civic Center,15,3,10
13,2308.3076923076924,34,Palo Alto Caltrain Station,23,22,Redwood City Caltrain Station,25,8,5
12,466.8333333333333,83,Mezes Park,15,23,San Mateo County Center,15,10,2
12,579.3333333333334,10,San Jose City Hall,15,89,S. Market St at Park Ave,19,10,2
12,483.74999999999994,21,Franklin at Maple,15,25,Broadway at Main,15,9,3
12,7885.249999999999,8,San Salvador at 1st,15,80,Santa Clara County Civic Center,15,2,10
12,3084.0000000000005,36,California Ave Caltrain Station,15,28,Mountain View Caltrain Station,23,3,9
12,1230.25,5,Adobe on Almaden,19,80,Santa Clara County Civic Center,15,5,7
12,913.2499999999999,84,Ryland Park,15,89,S. Market St at Park Ave,19,3,9
12,1323.8333333333333,80,Santa Clara County Civic Center,15,16,SJSU - San Salvador at 9th,15,6,6
12,3448.8333333333335,33,Rengstorff Avenue / California Street,15,35,University and Emerson,11,1,11
11,589.0909090909091,26,Kaiser Hospital,15,23,San Mateo County Center,15,10,1
11,3385.0000000000005,21,Franklin at Maple,15,35,University and Emerson,11,0,11
11,1515.272727272727,36,California Ave Caltrain Station,15,33,Rengstorff Avenue / California Street,15,6,5
11,1279.5454545454545,16,SJSU - San Salvador at 9th,15,80,Santa Clara County Civic Center,15,11,0
11,68240.27272727275,28,Mountain View Caltrain Station,23,34,Palo Alto Caltrain Station,23,1,10
11,352.54545454545456,25,Broadway at Main,15,22,Redwood City Caltrain Station,25,9,2
11,2083.090909090909,26,Redwood City Medical Center,15,24,Redwood City Public Library,15,8,3
11,1049.090909090909,9,Japantown,15,80,San Jose Government Center,15,3,8
11,872.7272727272727,46,Washington at Kearney,15,62,2nd at Folsom,19,9,2
10,1050.6,80,Santa Clara County Civic Center,15,4,Santa Clara at Almaden,11,7,3
10,2881.4,37,Cowper at University,11,29,San Antonio Caltrain Station,23,6,4
10,838.4999999999999,90,5th St at Folsom St,31,74,Steuart at Market,23,6,4
10,2993.1,23,San Mateo County Center,15,83,Mezes Park,15,7,3
10,1811.7,80,Santa Clara County Civic Center,15,7,Paseo de San Antonio,15,5,5
10,3438.8,91,Cyril Magnin St at Ellis St,35,91,Cyril Magnin St at Ellis St,35,0,10
10,1206.9,80,Santa Clara County Civic Center,15,5,Adobe on Almaden,19,2,8
10,597.4999999999999,91,Cyril Magnin St at Ellis St,35,70,San Francisco Caltrain (Townsend at 4th),19,9,1
10,3450.3,83,Mezes,15,83,Mezes,15,3,7
10,4152.199999999999,48,Embarcadero at Vallejo,15,47,Post at Kearney,19,6,4
10,5898.1,33,Charleston Park/ North Bayshore Area,15,35,University and Emerson,11,0,10
10,2851.5,33,Charleston Park/ North Bayshore Area,15,32,Castro Street and El Camino Real,11,1,9
10,15188.100000000002,35,University and Emerson,11,28,Mountain View Caltrain Station,23,0,10
9,3564.8888888888887,30,Middlefield Light Rail Station,15,33,Charleston Park/ North Bayshore Area,15,1,8
9,2063.0,26,Redwood City Medical Center,15,25,Broadway at Main,15,5,4
9,936.0,80,San Jose Government Center,15,9,Japantown,15,1,8
9,471.8888888888889,90,5th St at Folsom St,31,47,Post at Kearny,19,8,1
9,308.0,72,Civic Center BART (7th at Market),23,90,5th St at Folsom St,31,9,0
9,859.6666666666666,14,Arena Green / SAP Center,19,89,S. Market St at Park Ave,19,2,7
9,2108.1111111111113,25,Stanford in Redwood City,15,37,Cowper at University,11,6,3
9,531.4444444444445,21,Sequoia Hospital,15,22,Redwood City Caltrain Station,25,4,5
9,4915.222222222223,22,Redwood City Caltrain Station,25,35,University and Emerson,11,0,9
9,836.0,22,Redwood City Caltrain Station,25,21,Sequoia Hospital,15,3,6
9,946.8888888888889,23,San Mateo County Center,15,26,Kaiser Hospital,15,9,0
9,1025.3333333333333,58,San Francisco City Hall,19,46,Washington at Kearney,15,7,2
9,527.8888888888889,67,Market at 10th,27,91,Cyril Magnin St at Ellis St,35,2,7
8,7160.625,12,SJSU 4th at San Carlos,19,80,Santa Clara County Civic Center,15,4,4
8,815.5,90,5th St at Folsom St,31,49,Spear at Folsom,19,4,4
8,2261.5,36,California Ave Caltrain Station,15,27,Mountain View City Hall,15,3,5
8,512.25,61,2nd at Townsend,27,90,5th St at Folsom St,31,7,1
8,805.0,2,San Jose Diridon Caltrain Station,27,89,S. Market St at Park Ave,19,7,1
8,7561.499999999999,25,Broadway at Main,15,26,Redwood City Medical Center,15,7,1
8,1886.1249999999998,38,Park at Olive,15,27,Mountain View City Hall,15,0,8
8,5015.75,28,Mountain View Caltrain Station,23,35,University and Emerson,11,0,8
8,230.12500000000003,90,5th St at Folsom St,31,57,5th at Howard,15,2,6
8,965.125,24,Redwood City Public Library,15,83,Mezes Park,15,6,2
8,1228.875,29,San Antonio Caltrain Station,23,30,Evelyn Park and Ride,15,7,1
8,3095.5,27,Mountain View City Hall,15,36,California Ave Caltrain Station,15,2,6
8,520.75,90,5th St at Folsom St,31,75,Mechanics Plaza (Market at Battery),19,7,1
8,919.5,59,Golden Gate at Polk,23,46,Washington at Kearney,15,4,4
8,1146.5000000000002,30,Evelyn Park and Ride,15,33,Rengstorff Avenue / California Street,15,3,5
8,644.375,25,Stanford in Redwood City,15,88,5th S at E. San Salvador St,19,8,0
8,3012.6250000000005,3,San Jose Civic Center,15,89,S. Market St at Park Ave,19,0,8
7,295.8571428571429,25,Broadway at Main,15,21,Franklin at Maple,15,6,1
7,2693.0,36,California Ave Caltrain Station,15,33,Charleston Park/ North Bayshore Area,15,0,7
7,818.5714285714286,91,Cyril Magnin St at Ellis St,35,65,Townsend at 7th,15,2,5
7,1880.2857142857142,88,5th S at E. San Salvador St,19,88,5th S at E. San Salvador St,19,4,3
7,4719.0,28,Mountain View Caltrain Station,23,36,California Ave Caltrain Station,15,2,5
6,1428.6666666666667,30,Evelyn Park and Ride,15,29,San Antonio Caltrain Station,23,3,3
6,2520.833333333333,60,Embarcadero at Sansome,15,91,Cyril Magnin St at Ellis St,35,0,6
6,2955.5,25,Stanford in Redwood City,15,35,University and Emerson,11,2,4
6,960.1666666666667,84,Ryland Park,15,16,SJSU - San Salvador at 9th,15,5,1
6,3436.166666666667,34,Palo Alto Caltrain Station,23,33,Rengstorff Avenue / California Street,15,2,4
6,2438.333333333333,36,California Ave Caltrain Station,15,25,Stanford in Redwood City,15,0,6
6,2049.0,31,San Antonio Shopping Center,15,34,Palo Alto Caltrain Station,23,2,4
6,2299.333333333333,26,Kaiser Hospital,15,26,Kaiser Hospital,15,3,3
6,1109.5,9,Japantown,15,89,S. Market St at Park Ave,19,0,6
6,729.0,21,Franklin at Maple,15,23,San Mateo County Center,15,6,0
6,819.1666666666666,24,Redwood City Public Library,15,83,Mezes,15,4,2
6,751.1666666666666,23,San Mateo County Center,15,21,Franklin at Maple,15,4,2
6,748.1666666666666,70,San Francisco Caltrain (Townsend at 4th),19,91,Cyril Magnin St at Ellis St,35,4,2
6,2503.1666666666665,35,University and Emerson,11,33,Rengstorff Avenue / California Street,15,2,4
6,704.0,89,S. Market St at Park Ave,19,14,Arena Green / SAP Center,19,2,4
6,13820.166666666666,34,Palo Alto Caltrain Station,23,33,Charleston Park/ North Bayshore Area,15,0,6
6,2148.8333333333335,24,Redwood City Public Library,15,37,Cowper at University,11,5,1
5,2230.6,21,Franklin at Maple,15,25,Stanford in Redwood City,15,0,5
5,1732.2,27,Mountain View City Hall,15,30,Middlefield Light Rail Station,15,2,3
5,3220.6,38,Park at Olive,15,32,Castro Street and El Camino Real,11,1,4
5,6709.8,35,University and Emerson,11,33,Charleston Park/ North Bayshore Area,15,0,5
5,1001.0,91,Cyril Magnin St at Ellis St,35,50,Harry Bridges Plaza (Ferry Building),23,1,4
5,587.2,69,San Francisco Caltrain 2 (330 Townsend),23,91,Cyril Magnin St at Ellis St,35,5,0
5,1636.6,30,Middlefield Light Rail Station,15,27,Mountain View City Hall,15,2,3
5,7212.0,7,Paseo de San Antonio,15,80,Santa Clara County Civic Center,15,0,5
5,895.0,90,5th St at Folsom St,31,66,South Van Ness at Market,19,5,0
5,1217.4,33,Rengstorff Avenue / California Street,15,30,Evelyn Park and Ride,15,2,3
5,434.2,91,Cyril Magnin St at Ellis St,35,67,Market at 10th,27,3,2
5,822.8,24,Redwood City Public Library,15,26,Redwood City Medical Center,15,5,0
4,1976.25,34,Palo Alto Caltrain Station,23,24,Redwood City Public Library,15,0,4
4,7797.0,39,Powell Street BART,19,91,Cyril Magnin St at Ellis St,35,0,4
4,8939.25,3,San Jose Civic Center,15,28,Mountain View Caltrain Station,23,0,4
4,24823.5,22,Redwood City Caltrain Station,25,70,San Francisco Caltrain (Townsend at 4th),19,0,4
4,1923.0,83,Mezes Park,15,26,Redwood City Medical Center,15,0,4
4,5821.0,80,Santa Clara County Civic Center,15,12,SJSU 4th at San Carlos,19,4,0
4,4727.0,37,Cowper at University,11,28,Mountain View Caltrain Station,23,2,2
4,2301.25,22,Redwood City Caltrain Station,25,38,Park at Olive,15,4,0
4,509.0,58,San Francisco City Hall,19,90,5th St at Folsom St,31,4,0
4,1585.75,35,University and Emerson,11,25,Stanford in Redwood City,15,4,0
4,20260.5,46,Washington at Kearny,15,91,Cyril Magnin St at Ellis St,35,0,4
4,4189.75,33,Charleston Park/ North Bayshore Area,15,38,Park at Olive,15,0,4
4,972.5,21,Franklin at Maple,15,83,Mezes Park,15,0,4
4,26808.25,32,Castro Street and El Camino Real,11,38,Park at Olive,15,1,3
4,629.25,26,Redwood City Medical Center,15,21,Franklin at Maple,15,3,1
4,8223.5,91,Cyril Magnin St at Ellis St,35,59,Golden Gate at Polk,23,0,4
4,3904.75,35,University and Emerson,11,32,Castro Street and El Camino Real,11,0,4
4,3584.75,21,Sequoia Hospital,15,21,Sequoia Hospital,15,2,2
4,539.5,90,5th St at Folsom St,31,72,Civic Center BART (7th at Market),23,4,0
4,9948.25,46,Washington at Kearney,15,82,Broadway St at Battery St,15,2,2
4,291.25,90,5th St at Folsom St,31,70,San Francisco Caltrain (Townsend at 4th),19,4,0
4,2029.75,30,Evelyn Park and Ride,15,31,San Antonio Shopping Center,15,3,1
4,461.25,89,S. Market St at Park Ave,19,22,Redwood City Caltrain Station,25,4,0
4,337.0,89,S. Market St at Park Ave,19,10,San Jose City Hall,15,4,0
4,11184.75,27,Mountain View City Hall,15,34,Palo Alto Caltrain Station,23,0,4
4,495.25,24,Redwood City Public Library,15,26,Kaiser Hospital,15,3,1
4,1618.0,14,Arena Green / SAP Center,19,80,San Jose Government Center,15,2,2
4,1114.0,90,5th St at Folsom St,31,65,Townsend at 7th,15,1,3
4,1148.0,80,Santa Clara County Civic Center,15,8,San Salvador at 1st,15,4,0
3,874.3333333333334,16,SJSU - San Salvador at 9th,15,84,Ryland Park,15,3,0
3,2478.6666666666665,37,Cowper at University,11,33,Rengstorff Avenue / California Street,15,0,3
